room 2 2020-12-17 23:58:58.355
                BSSID  RSSI
6 04:bd:88:76:f9:e0 -40
7 04:bd:88:76:f4:21 -81
8 04:bd:88:76:f4:20 -81
9 04:bd:88:76:f5:80 -80
10 04:bd:88:76:f5:81 -79
11 04:bd:88:76:f4:22 -82
12 18:64:72:29:09:c2 -66
13 18:64:72:29:09:c1 -84
14 18:64:72:29:09:c0 -85
15 98:e7:f4:45:9b:4a -86
16 04:bd:88:76:f4:c2 -88
17 04:bd:88:76:f7:22 -86
18 04:bd:88:76:f4:c1 -86
19 04:bd:88:76:f6:82 -86
20 84:d4:7e:4a:68:02 -87
21 12:d0:7a:c5:05:b5 -83
22 04:bd:88:76:f7:20 -86
23 04:bd:88:76:f7:21 -86
24 84:d4:7e:4a:ae:80 -89
25 70:8b:cd:5e:4f:f0 -87
26 04:bd:88:77:07:22 -91
27 62:45:b7:78:a1:82 -86

room 2 2020-12-17 23:59:21.960
                BSSID  RSSI
0 04:bd:88:76:f9:f2 -48
1 04:bd:88:76:f9:e2 -37
2 04:bd:88:76:f5:82 -84
3 04:bd:88:76:f9:f0 -49
4 04:bd:88:76:f9:f1 -48
5 04:bd:88:76:f9:e1 -40
6 04:bd:88:76:f9:e0 -40
7 04:bd:88:76:f4:21 -83
8 04:bd:88:76:f4:20 -84
9 04:bd:88:76:f5:80 -85
10 04:bd:88:76:f5:81 -84
11 04:bd:88:76:f4:22 -82
12 18:64:72:29:09:c0 -85
13 98:e7:f4:45:9b:4a -86
14 04:bd:88:76:f4:c2 -89
15 04:bd:88:76:f7:22 -86
16 04:bd:88:76:f4:c1 -86
17 70:8b:cd:5e:4f:f0 -87
18 04:bd:88:77:07:22 -91
19 62:45:b7:78:a1:82 -84
20 60:38:e0:bd:e6:29 -88
21 84:d4:7e:4a:d1:e2 -90
22 fe:f5:c4:82:95:d6 -90

room 2 2020-12-17 23:59:25.895
                BSSID  RSSI
0 04:bd:88:76:f9:f2 -49
1 04:bd:88:76:f9:e2 -41
2 04:bd:88:76:f5:82 -81
3 04:bd:88:76:f9:f0 -49
4 04:bd:88:76:f9:f1 -49
5 04:bd:88:76:f9:e1 -39
6 04:bd:88:76:f9:e0 -39
7 04:bd:88:76:f4:21 -83
8 04:bd:88:76:f4:20 -84
9 04:bd:88:76:f5:80 -81
10 04:bd:88:76:f5:81 -80
11 04:bd:88:76:f4:22 -82
12 98:e7:f4:45:9b:4a -64
13 04:bd:88:76:f4:c2 -89
14 04:bd:88:76:f7:22 -89
15 62:45:b7:78:a1:82 -91
16 60:38:e0:bd:e6:29 -88
17 84:d4:7e:4a:d1:e2 -90
18 fe:f5:c4:82:95:d6 -92
19 84:d4:7e:4a:68:02 -82
20 84:d4:7e:4a:4b:e2 -86
21 18:64:72:29:09:c2 -88
22 84:d4:7e:4a:6d:a2 -89
23 04:bd:88:77:08:22 -89
24 62:45:b6:ce:ac:21 -84
25 84:d4:7e:4a:68:00 -84
26 84:d4:7e:4a:68:01 -85

room 2 2020-12-17 23:59:29.837
                BSSID  RSSI
0 04:bd:88:76:f9:f2 -52
1 04:bd:88:76:f9:e2 -48
2 04:bd:88:76:f5:82 -81
3 04:bd:88:76:f9:f0 -52
4 04:bd:88:76:f9:f1 -52
5 04:bd:88:76:f9:e1 -42
6 04:bd:88:76:f9:e0 -42
7 04:bd:88:76:f4:21 -83
8 04:bd:88:76:f4:20 -86
9 04:bd:88:76:f5:80 -84
10 04:bd:88:76:f5:81 -80
11 04:bd:88:76:f4:22 -86
12 98:e7:f4:45:9b:4a -64
13 04:bd:88:76:f7:22 -89
14 62:45:b7:78:a1:82 -91
15 fe:f5:c4:82:95:d6 -92
16 84:d4:7e:4a:68:02 -82
17 84:d4:7e:4a:4b:e2 -86
18 18:64:72:29:09:c2 -88
19 84:d4:7e:4a:6d:a2 -89
20 04:bd:88:77:08:22 -89
21 62:45:b6:ce:ac:21 -84
22 84:d4:7e:4a:68:00 -84
23 84:d4:7e:4a:68:01 -85
24 86:2a:fd:60:d4:6f -85
25 70:3a:0e:45:93:02 -91
26 18:64:72:29:09:c1 -85
27 18:64:72:29:09:c0 -86

room 3 2020-12-17 23:59:33.750
                BSSID  RSSI
0 04:bd:88:76:f9:f2 -49
1 04:bd:88:76:f9:e2 -52
2 04:bd:88:76:f5:82 -67
3 04:bd:88:76:f9:f0 -49
4 04:bd:88:76:f9:f1 -49
5 04:bd:88:76:f9:e1 -46
6 04:bd:88:76:f9:e0 -46
7 04:bd:88:76:f4:21 -83
8 04:bd:88:76:f4:20 -83
9 04:bd:88:76:f5:80 -81
10 04:bd:88:76:f5:81 -81
11 04:bd:88:76:f4:22 -85
12 98:e7:f4:45:9b:4a -86
13 04:bd:88:76:f7:22 -90
14 62:45:b7:78:a1:82 -87
15 18:64:72:29:09:c2 -88
16 84:d4:7e:4a:6d:a2 -90
17 04:bd:88:77:08:22 -89
18 62:45:b6:ce:ac:21 -72
19 86:2a:fd:60:d4:6f -85
20 70:3a:0e:45:93:02 -91
21 18:64:72:29:09:c1 -85
22 18:64:72:29:09:c0 -87
23 04:bd:88:76:f5:92 -90
24 04:bd:88:76:f6:e2 -89
25 04:bd:88:77:08:02 -90
26 04:bd:88:76:f4:c2 -91
27 04:bd:88:76:f5:90 -89
28 04:bd:88:76:f5:91 -89

room 3 2020-12-17 23:59:37.632
                BSSID  RSSI
0 04:bd:88:76:f9:f2 -65
1 04:bd:88:76:f9:e2 -53
2 04:bd:88:76:f5:82 -81
3 04:bd:88:76:f9:f0 -65
4 04:bd:88:76:f9:f1 -62
5 04:bd:88:76:f9:e1 -55
6 04:bd:88:76:f9:e0 -55
7 04:bd:88:76:f4:21 -83
8 04:bd:88:76:f4:20 -83
9 04:bd:88:76:f5:80 -73
10 04:bd:88:76:f5:81 -83
