room 1 2020-12-08 02:42:49.334
                BSSID  RSSI
0 04:bd:88:76:f9:f1 -68
1 04:bd:88:76:f9:e2 -60
2 04:bd:88:76:f9:f2 -68
3 04:bd:88:76:f5:82 -82
4 04:bd:88:77:08:22 -88
5 18:64:72:29:09:c2 -89
6 04:bd:88:77:08:02 -90
7 16:ae:db:f9:8e:5a -90
8 de:ef:ca:30:a9:96 -91
9 62:45:b7:78:a1:82 -80
10 62:45:b6:ce:ac:21 -81
11 04:bd:88:76:f9:f0 -68
12 04:bd:88:76:f9:e0 -64
13 04:bd:88:76:f9:e1 -64
14 04:bd:88:76:f5:80 -83
15 04:bd:88:76:f5:81 -85

room 1 2020-12-08 02:42:56.307
                BSSID  RSSI
0 04:bd:88:76:f9:f1 -68
1 04:bd:88:76:f9:e2 -65
2 04:bd:88:76:f9:f2 -69
3 04:bd:88:76:f5:82 -82
4 04:bd:88:77:08:22 -88
5 18:64:72:29:09:c2 -89
6 04:bd:88:77:08:02 -90
7 16:ae:db:f9:8e:5a -90
8 de:ef:ca:30:a9:96 -89
9 62:45:b7:78:a1:82 -80
10 62:45:b6:ce:ac:21 -81
11 04:bd:88:76:f9:f0 -69
12 04:bd:88:76:f9:e0 -62
13 04:bd:88:76:f9:e1 -62
14 04:bd:88:76:f5:80 -83
15 04:bd:88:76:f5:81 -83
16 04:bd:88:76:f4:22 -91
17 04:bd:88:76:f4:21 -87

room 1 2020-12-08 02:43:03.373
                BSSID  RSSI
0 04:bd:88:76:f9:f1 -62
1 04:bd:88:76:f9:e2 -60
2 04:bd:88:76:f9:f2 -62
3 04:bd:88:76:f5:82 -84
4 04:bd:88:77:08:22 -88
5 04:bd:88:77:08:02 -90
6 de:ef:ca:30:a9:96 -83
7 62:45:b7:78:a1:82 -79
8 62:45:b6:ce:ac:21 -80
9 04:bd:88:76:f9:f0 -62
10 04:bd:88:76:f9:e0 -58
11 04:bd:88:76:f9:e1 -58
12 04:bd:88:76:f5:80 -84
13 04:bd:88:76:f5:81 -83
14 04:bd:88:76:f4:22 -85
15 04:bd:88:76:f4:21 -88
16 04:bd:88:76:f7:22 -89
17 84:d4:7e:4a:4c:02 -90
18 84:d4:7e:4a:1c:42 -90
19 70:8b:cd:5e:4f:f0 -91
20 84:d4:7e:4a:d4:a2 -92
21 84:d4:7e:4a:6d:a2 -92
22 04:bd:88:76:f4:20 -88
23 04:bd:88:77:07:21 -89

room 1 2020-12-08 02:43:10.403
                BSSID  RSSI
0 04:bd:88:76:f9:f1 -66
1 04:bd:88:76:f9:e2 -60
2 04:bd:88:76:f9:f2 -67
3 04:bd:88:76:f5:82 -83
4 04:bd:88:77:08:02 -91
5 04:bd:88:76:f9:f0 -67
6 04:bd:88:76:f9:e0 -58
7 04:bd:88:76:f9:e1 -58
8 04:bd:88:76:f5:80 -84
9 04:bd:88:76:f5:81 -82
10 04:bd:88:76:f4:22 -83
11 04:bd:88:76:f4:21 -86
12 84:d4:7e:4a:4c:02 -90
13 70:8b:cd:5e:4f:f0 -87
14 04:bd:88:76:f4:20 -87
15 98:e7:f4:45:9b:4a -72
16 04:bd:88:77:07:22 -83
17 04:bd:88:76:f6:82 -87
18 16:ae:db:f9:8e:5a -90
19 04:bd:88:76:f6:81 -85
20 04:bd:88:76:f6:80 -87

room 1 2020-12-08 02:43:17.412
                BSSID  RSSI
0 04:bd:88:76:f9:f1 -65
1 04:bd:88:76:f9:e2 -59
2 04:bd:88:76:f9:f2 -65
3 04:bd:88:76:f5:82 -84
4 04:bd:88:77:08:02 -88
5 04:bd:88:76:f9:f0 -65
6 04:bd:88:76:f9:e0 -58
7 04:bd:88:76:f9:e1 -57
8 84:d4:7e:4a:4c:02 -90
9 70:8b:cd:5e:4f:f0 -88
10 04:bd:88:76:f4:20 -88
11 04:bd:88:76:f6:81 -87
12 04:bd:88:77:08:22 -88
13 18:64:72:29:09:c2 -90
14 d8:eb:97:ed:c8:36 -90
15 04:bd:88:76:f7:22 -90
16 62:45:b6:ce:ac:21 -81
17 62:45:b7:78:a1:82 -82
18 fa:8f:ca:61:cc:1e -90

room 1 2020-12-08 02:43:24.393
                BSSID  RSSI
0 04:bd:88:76:f9:f1 -62
1 04:bd:88:76:f9:e2 -60
2 04:bd:88:76:f9:f2 -62
3 04:bd:88:76:f5:82 -84
4 04:bd:88:77:08:02 -88
5 04:bd:88:76:f9:f0 -62
6 04:bd:88:76:f9:e0 -58
7 04:bd:88:76:f9:e1 -59
8 84:d4:7e:4a:4c:02 -90
9 70:8b:cd:5e:4f:f0 -89
10 04:bd:88:76:f4:20 -87
11 04:bd:88:76:f6:81 -87
12 04:bd:88:77:08:22 -85
13 18:64:72:29:09:c2 -88
14 d8:eb:97:ed:c8:36 -90
15 04:bd:88:76:f7:22 -90
16 62:45:b6:ce:ac:21 -81
17 62:45:b7:78:a1:82 -83
18 fa:8f:ca:61:cc:1e -90
19 04:bd:88:76:f4:22 -73
20 22:f5:43:71:f4:a6 -83
21 04:bd:88:76:f6:82 -88
22 04:bd:88:77:07:22 -88
23 de:ef:ca:30:a9:96 -89
24 16:ae:db:f9:8e:5a -90
25 04:bd:88:76:f5:80 -83
26 04:bd:88:76:f5:81 -85
27 04:bd:88:76:f4:21 -87
28 18:64:72:29:09:c0 -87
29 04:bd:88:77:08:20 -87
30 04:bd:88:76:f6:80 -88
31 04:bd:88:77:08:21 -89

room 1 2020-12-08 02:43:31.411
                BSSID  RSSI
0 04:bd:88:76:f9:f1 -69
1 04:bd:88:76:f9:e2 -51
2 04:bd:88:76:f9:f2 -69
3 04:bd:88:76:f9:f0 -69
4 04:bd:88:76:f9:e0 -53
5 04:bd:88:76:f9:e1 -53
6 04:bd:88:76:f6:81 -90
7 62:45:b6:ce:ac:21 -78
8 62:45:b7:78:a1:82 -80
9 04:bd:88:76:f6:82 -90
10 16:ae:db:f9:8e:5a -91
11 98:e7:f4:45:9b:4a -85
12 84:d4:7e:4a:6d:a2 -90

room 1 2020-12-08 02:43:38.361
                BSSID  RSSI
0 04:bd:88:76:f9:f1 -68
1 04:bd:88:76:f9:e2 -56
2 04:bd:88:76:f9:f2 -68
3 04:bd:88:76:f9:f0 -68
4 04:bd:88:76:f9:e0 -56
5 04:bd:88:76:f9:e1 -56
6 04:bd:88:76:f6:81 -90
7 62:45:b6:ce:ac:21 -78
8 62:45:b7:78:a1:82 -80
9 04:bd:88:76:f6:82 -90
10 16:ae:db:f9:8e:5a -91
11 98:e7:f4:45:9b:4a -85
12 84:d4:7e:4a:6d:a2 -90
13 04:bd:88:76:f5:82 -80
14 18:64:72:29:09:d2 -88
15 18:64:72:29:09:c2 -84
16 04:bd:88:76:f4:22 -84
17 18:64:72:29:09:d1 -87
18 18:64:72:29:09:d0 -88
19 18:64:72:29:09:c1 -85
20 04:bd:88:76:f5:80 -86
21 04:bd:88:76:f4:21 -87

room 1 2020-12-08 02:43:45.455
                BSSID  RSSI
0 04:bd:88:76:f9:f1 -71
1 04:bd:88:76:f9:e2 -55
2 04:bd:88:76:f9:f2 -71
3 04:bd:88:76:f9:f0 -71
4 04:bd:88:76:f9:e0 -55
5 04:bd:88:76:f9:e1 -55
6 62:45:b6:ce:ac:21 -79
7 62:45:b7:78:a1:82 -88
8 16:ae:db:f9:8e:5a -90
9 18:64:72:29:09:c2 -89
10 04:bd:88:76:f4:22 -87
11 84:d4:7e:4a:92:82 -90
12 de:ef:ca:30:a9:96 -90
13 04:bd:88:76:f5:81 -88
14 04:bd:88:76:f4:20 -88

room 1 2020-12-08 02:43:52.481
                BSSID  RSSI
0 04:bd:88:76:f9:f1 -66
1 04:bd:88:76:f9:e2 -56
2 04:bd:88:76:f9:f2 -66
3 04:bd:88:76:f9:f0 -66
4 04:bd:88:76:f9:e0 -55
5 04:bd:88:76:f9:e1 -55
6 62:45:b6:ce:ac:21 -79
7 62:45:b7:78:a1:82 -88
8 16:ae:db:f9:8e:5a -87
9 18:64:72:29:09:c2 -79
10 04:bd:88:76:f4:22 -85
11 84:d4:7e:4a:92:82 -89
12 de:ef:ca:30:a9:96 -82
13 04:bd:88:76:f5:81 -88
14 04:bd:88:76:f4:20 -85
15 18:64:72:29:09:d2 -88
16 22:f5:43:71:f4:a6 -81
17 04:bd:88:76:f5:82 -82
18 98:e7:f4:45:9b:4a -83
19 70:8b:cd:5e:4f:f0 -87
20 60:38:e0:bd:e6:29 -89
21 a0:04:60:6c:92:94 -89
22 04:bd:88:77:07:22 -90
23 84:d4:7e:4a:d5:42 -91
24 84:d4:7e:4a:d4:a2 -91
25 84:d4:7e:49:82:e2 -92
26 18:64:72:29:09:d0 -87
27 18:64:72:29:09:d1 -87
28 18:64:72:29:09:c1 -82
29 18:64:72:29:09:c0 -83
30 04:bd:88:76:f4:21 -84
31 04:bd:88:77:08:21 -86
32 04:bd:88:77:08:20 -88
33 04:bd:88:76:f6:81 -89

room 1 2020-12-08 02:43:59.445
                BSSID  RSSI
0 04:bd:88:76:f9:f1 -58
1 04:bd:88:76:f9:e2 -52
2 04:bd:88:76:f9:f2 -61
3 04:bd:88:76:f9:f0 -61
4 04:bd:88:76:f9:e0 -54
5 04:bd:88:76:f9:e1 -54
6 18:64:72:29:09:c2 -85
7 04:bd:88:76:f4:22 -87
8 de:ef:ca:30:a9:96 -82
9 04:bd:88:76:f4:20 -86
10 04:bd:88:76:f5:82 -82
11 98:e7:f4:45:9b:4a -77
12 70:8b:cd:5e:4f:f0 -89
13 60:38:e0:bd:e6:29 -90
14 84:d4:7e:4a:d5:42 -91
15 18:64:72:29:09:c1 -85
16 04:bd:88:76:f4:21 -86
17 04:bd:88:76:f7:22 -85
18 86:2a:fd:60:d4:6f -86
19 84:d4:7e:4a:1c:42 -88
20 04:bd:88:77:08:22 -89
21 84:d4:7e:4a:68:02 -90
22 84:d4:7e:4a:6d:a2 -92
23 04:bd:88:76:f6:80 -86
24 12:d0:7a:c5:05:b5 -87
25 fe:f5:c4:82:95:d6 -92

room 1 2020-12-08 02:44:06.435
                BSSID  RSSI
0 04:bd:88:76:f9:f1 -55
1 04:bd:88:76:f9:e2 -56
2 04:bd:88:76:f9:f2 -55
3 04:bd:88:76:f9:f0 -55
4 04:bd:88:76:f9:e0 -59
5 04:bd:88:76:f9:e1 -59
6 18:64:72:29:09:c2 -86
7 04:bd:88:76:f4:22 -87
8 de:ef:ca:30:a9:96 -83
9 04:bd:88:76:f4:20 -84
10 98:e7:f4:45:9b:4a -76
11 18:64:72:29:09:c1 -85
12 04:bd:88:76:f4:21 -84
13 04:bd:88:76:f7:22 -92
14 fe:f5:c4:82:95:d6 -85
15 04:bd:88:77:07:22 -86
16 16:ae:db:f9:8e:5a -87
17 84:d4:7e:4a:de:82 -89
18 84:d4:7e:4a:4a:e2 -90
19 84:d4:7e:4a:d1:02 -90
20 04:bd:88:76:f6:02 -92
21 62:45:b7:78:a1:82 -83
22 04:bd:88:76:f5:81 -81
23 04:bd:88:76:f5:80 -82
24 18:64:72:29:09:d0 -90
25 04:bd:88:77:08:21 -84
26 04:bd:88:77:08:20 -85
27 04:bd:88:77:07:21 -87
28 18:64:72:29:09:c0 -87
29 04:bd:88:77:07:20 -88

room 1 2020-12-08 02:44:13.503
                BSSID  RSSI
0 04:bd:88:76:f9:f1 -56
1 04:bd:88:76:f9:e2 -56
2 04:bd:88:76:f9:f2 -56
3 04:bd:88:76:f9:f0 -56
4 04:bd:88:76:f9:e0 -59
5 04:bd:88:76:f9:e1 -59
6 18:64:72:29:09:c2 -87
7 de:ef:ca:30:a9:96 -84
8 04:bd:88:76:f4:20 -84
9 98:e7:f4:45:9b:4a -75
10 04:bd:88:76:f4:21 -83
11 fe:f5:c4:82:95:d6 -90
12 62:45:b7:78:a1:82 -83
13 04:bd:88:77:08:21 -81
14 86:2a:fd:60:d4:6f -84
15 fa:4f:ad:43:5a:cf -87
16 04:bd:88:76:f6:82 -89
17 a0:04:60:43:a8:44 -89
18 84:d4:7e:4a:92:82 -90
19 60:38:e0:bd:e6:29 -90
20 84:d4:7e:4a:1c:42 -90
21 84:d4:7e:4a:d4:a2 -90
22 84:d4:7e:4a:ce:82 -90
23 84:d4:7e:4a:6d:a2 -92
24 62:45:b6:ce:ac:21 -82
25 04:bd:88:76:f6:80 -86
26 04:bd:88:76:f6:81 -86

room 1 2020-12-08 02:44:20.482
                BSSID  RSSI
0 04:bd:88:76:f9:f1 -56
1 04:bd:88:76:f9:e2 -57
2 04:bd:88:76:f9:f2 -56
3 04:bd:88:76:f9:f0 -56
4 04:bd:88:76:f9:e0 -59
5 04:bd:88:76:f9:e1 -59
6 18:64:72:29:09:c2 -87
7 de:ef:ca:30:a9:96 -80
8 04:bd:88:76:f4:20 -84
9 98:e7:f4:45:9b:4a -75
10 04:bd:88:76:f4:21 -84
11 fe:f5:c4:82:95:d6 -90
12 62:45:b7:78:a1:82 -83
13 04:bd:88:77:08:21 -86
14 86:2a:fd:60:d4:6f -82
15 fa:4f:ad:43:5a:cf -88
16 04:bd:88:76:f6:82 -89
17 a0:04:60:43:a8:44 -89
18 84:d4:7e:4a:92:82 -90
19 60:38:e0:bd:e6:29 -90
20 84:d4:7e:4a:1c:42 -90
21 84:d4:7e:4a:d4:a2 -90
22 84:d4:7e:4a:ce:82 -92
23 84:d4:7e:4a:6d:a2 -92
24 62:45:b6:ce:ac:21 -83
25 04:bd:88:76:f6:80 -86
26 04:bd:88:76:f6:81 -86
27 04:bd:88:76:f5:82 -81
28 04:bd:88:76:f4:22 -85
29 70:8b:cd:5e:4f:f0 -87
30 04:bd:88:77:07:22 -87
31 04:bd:88:76:f4:c2 -87
32 84:d4:7e:4a:d1:e2 -89
33 84:d4:7e:4a:de:82 -90
34 04:bd:88:76:f7:22 -90
35 04:bd:88:76:f6:02 -91
36 04:bd:88:76:f5:81 -81
37 04:bd:88:76:f5:80 -82
38 04:bd:88:77:08:20 -85
39 18:64:72:29:09:c1 -86
40 04:bd:88:77:07:21 -87
41 18:64:72:29:09:c0 -87
42 04:bd:88:77:07:20 -87
43 12:d0:7a:c5:05:b5 -87
44 04:bd:88:76:f4:c0 -88

room 1 2020-12-08 02:44:27.562
                BSSID  RSSI
0 04:bd:88:76:f9:f1 -56
1 04:bd:88:76:f9:e2 -59
2 04:bd:88:76:f9:f2 -56
3 04:bd:88:76:f9:f0 -56
4 04:bd:88:76:f9:e0 -60
5 04:bd:88:76:f9:e1 -60
