room 1 2020-11-22 15:15:38.693
                BSSID  RSSI
16 84:d4:7e:4a:d4:a0 -87
17 04:bd:88:76:f6:80 -87
18 84:d4:7e:4a:d1:e2 -88
19 04:bd:88:76:f6:82 -88

room 1 2020-11-22 15:29:41.216
                BSSID  RSSI
0 04:bd:88:76:f9:e0 -54
1 04:bd:88:76:f9:e1 -54
2 04:bd:88:76:f9:f1 -57
3 04:bd:88:76:f9:f0 -57
4 04:bd:88:76:f9:f2 -57
5 04:bd:88:76:f9:e2 -59
6 62:45:b7:78:a1:82 -66
7 04:bd:88:76:f4:22 -76
8 84:d4:7e:4a:68:02 -79
9 04:bd:88:76:f5:80 -80
10 04:bd:88:76:f5:82 -80
11 04:bd:88:76:f4:20 -80
12 04:bd:88:76:f5:81 -81
13 18:64:72:29:09:c2 -85
14 18:64:72:29:09:c0 -86
15 04:bd:88:76:f6:82 -87
16 04:bd:88:77:07:20 -87
17 84:d4:7e:4a:d4:a1 -87
18 04:bd:88:76:f4:c1 -87
19 70:8b:cd:5e:4f:f0 -88
20 04:bd:88:76:f4:c0 -89

room 1 2020-11-22 15:30:11.260
                BSSID  RSSI
0 04:bd:88:76:f9:e0 -54
1 04:bd:88:76:f9:e1 -54
2 04:bd:88:76:f9:f1 -57
3 04:bd:88:76:f9:f0 -57
4 04:bd:88:76:f9:f2 -57
5 04:bd:88:76:f9:e2 -59
6 04:bd:88:76:f5:82 -79
7 04:bd:88:76:f4:21 -79
8 04:bd:88:76:f5:81 -80
9 04:bd:88:76:f4:20 -80
10 04:bd:88:76:f4:22 -81
11 04:bd:88:76:f5:80 -82
12 04:bd:88:76:f7:22 -82
13 04:bd:88:76:f7:20 -84
14 04:bd:88:76:f7:21 -85
15 04:bd:88:76:f4:c2 -85
16 18:64:72:29:09:c2 -86
17 04:bd:88:77:07:22 -86
18 22:f5:43:71:f4:a6 -86
19 84:d4:7e:4a:68:10 -88
20 84:d4:7e:4a:68:11 -88
21 84:d4:7e:4a:68:12 -88
22 04:bd:88:77:07:20 -89
23 04:bd:88:77:08:22 -89
24 04:bd:88:77:07:21 -90
25 84:d4:7e:4a:d1:e2 -90

room 1 2020-11-22 15:30:41.346
                BSSID  RSSI
0 04:bd:88:76:f9:e0 -54
1 04:bd:88:76:f9:e1 -54
2 04:bd:88:76:f9:f0 -57
3 04:bd:88:76:f9:f2 -57
4 04:bd:88:76:f9:f1 -58
5 04:bd:88:76:f9:e2 -59
6 62:45:b7:78:a1:82 -65
7 04:bd:88:76:f4:22 -76
8 04:bd:88:76:f5:82 -79
9 04:bd:88:76:f5:80 -81
10 04:bd:88:76:f5:81 -81
11 18:64:72:29:09:c2 -84
12 04:bd:88:77:07:21 -87
13 04:bd:88:76:f6:82 -87
14 04:bd:88:77:07:20 -89
15 84:d4:7e:4a:4b:e2 -89

room 1 2020-11-22 15:31:11.655
                BSSID  RSSI
0 04:bd:88:76:f9:e0 -54
1 04:bd:88:76:f9:e1 -54
2 04:bd:88:76:f9:f1 -58
3 04:bd:88:76:f9:f0 -58
4 04:bd:88:76:f9:f2 -58
5 04:bd:88:76:f9:e2 -59
6 62:45:b7:78:a1:82 -66
7 04:bd:88:76:f5:82 -78
8 62:45:b6:ce:ac:21 -78
9 04:bd:88:76:f5:81 -80
10 04:bd:88:76:f5:80 -81
11 04:bd:88:76:f4:22 -81
12 04:bd:88:76:f4:20 -83
13 04:bd:88:76:f7:22 -83
14 04:bd:88:76:f7:20 -83
15 04:bd:88:76:f7:21 -84
16 98:e7:f4:45:9b:4a -84
17 84:d4:7e:4a:d4:a0 -87
18 84:d4:7e:4a:d4:a1 -87
19 04:bd:88:76:f4:c1 -87
20 70:8b:cd:5e:4f:f0 -87
21 04:bd:88:76:f6:80 -87
22 04:bd:88:76:f4:c2 -88

room 1 2020-11-22 15:31:41.655
                BSSID  RSSI
0 04:bd:88:76:f9:e0 -54
1 04:bd:88:76:f9:e1 -54
2 04:bd:88:76:f9:f1 -58
3 04:bd:88:76:f9:f0 -58
4 04:bd:88:76:f9:f2 -58
5 04:bd:88:76:f9:e2 -60
6 04:bd:88:76:f5:82 -80
7 04:bd:88:76:f5:80 -81
8 04:bd:88:76:f7:21 -84
9 04:bd:88:76:f7:20 -85
10 18:64:72:29:09:c0 -85
11 18:64:72:29:09:c1 -85
12 84:d4:7e:4a:d4:a0 -87
13 04:bd:88:77:07:20 -89
14 84:d4:7e:4a:d1:e2 -90

room 1 2020-11-22 15:32:11.727
                BSSID  RSSI
0 04:bd:88:76:f9:e1 -54
1 04:bd:88:76:f9:e0 -55
2 04:bd:88:76:f9:f1 -58
3 04:bd:88:76:f9:e2 -58
4 04:bd:88:76:f9:f0 -58
5 04:bd:88:76:f9:f2 -58
6 62:45:b7:78:a1:82 -66
