room 3 2020-11-22 17:22:11.689
                BSSID  RSSI
13 04:bd:88:76:f5:82 -83
14 04:bd:88:76:f4:21 -84
15 04:bd:88:76:f5:80 -84
16 04:bd:88:76:f4:22 -85
17 84:d4:7e:4a:92:82 -85
18 84:d4:7e:4a:4b:e2 -86
19 84:d4:7e:4a:68:02 -87
20 a0:04:60:6c:92:94 -88

room 3 2020-11-22 17:32:43.099
                BSSID  RSSI
0 62:45:b7:78:a1:82 -47
1 04:bd:88:76:f9:e2 -54
2 04:bd:88:76:f9:e1 -56
3 04:bd:88:76:f9:e0 -56
4 04:bd:88:76:f9:f1 -69
5 04:bd:88:76:f9:f0 -69
6 04:bd:88:76:f9:f2 -69
7 12:d0:7a:c5:05:b5 -76
8 04:bd:88:77:08:20 -77
9 04:bd:88:77:08:21 -78
10 84:d4:7e:4a:4a:e1 -79
11 04:bd:88:76:f4:22 -80
12 04:bd:88:77:07:22 -80
13 84:d4:7e:4a:4a:e0 -80
14 04:bd:88:77:08:22 -81
15 04:bd:88:77:07:21 -82
16 04:bd:88:77:07:20 -83
17 04:bd:88:77:05:e2 -83
18 84:d4:7e:4a:4a:e2 -84
19 84:d4:7e:4a:4b:e2 -87
20 84:d4:7e:4a:1c:42 -89
21 04:bd:88:77:08:31 -89
22 04:bd:88:77:08:32 -90

room 3 2020-11-22 17:33:13.098
                BSSID  RSSI
0 62:45:b7:78:a1:82 -47
1 04:bd:88:76:f9:e2 -53
2 04:bd:88:76:f9:e1 -56
3 04:bd:88:76:f9:e0 -56
4 04:bd:88:76:f9:f1 -69
5 04:bd:88:76:f9:f0 -69
6 04:bd:88:76:f9:f2 -69
7 12:d0:7a:c5:05:b5 -76
8 22:f5:43:71:f4:a6 -78
9 84:d4:7e:4a:4a:e1 -79
10 84:d4:7e:4a:4a:e0 -80
11 84:d4:7e:4a:68:02 -85
12 84:d4:7e:4a:4b:e2 -87
13 70:3a:0e:45:93:02 -87
14 04:bd:88:76:f4:22 -90
15 04:bd:88:77:f2:a2 -90

room 3 2020-11-22 17:33:43.334
                BSSID  RSSI
0 62:45:b7:78:a1:82 -47
1 04:bd:88:76:f9:e2 -54
2 04:bd:88:76:f9:e1 -56
3 04:bd:88:76:f9:e0 -56
4 04:bd:88:76:f9:f1 -69
5 04:bd:88:76:f9:f0 -69
6 04:bd:88:76:f9:f2 -69
7 22:f5:43:71:f4:a6 -77
8 04:bd:88:77:08:20 -77
9 04:bd:88:77:08:21 -77
10 12:d0:7a:c5:05:b5 -78
11 04:bd:88:77:08:22 -81
12 04:bd:88:76:f4:22 -82
13 04:bd:88:77:07:21 -82
14 04:bd:88:77:07:22 -82
15 04:bd:88:76:f5:80 -83
16 04:bd:88:76:f5:81 -84
17 04:bd:88:76:f5:82 -84
18 84:d4:7e:4a:68:02 -85
19 04:bd:88:76:f4:20 -85
20 84:d4:7e:4a:4b:e2 -87
21 04:bd:88:76:f4:32 -88
22 84:d4:7e:4a:92:82 -89
23 84:d4:7e:4a:6d:a2 -90

room 3 2020-11-22 17:34:13.278
                BSSID  RSSI
0 62:45:b7:78:a1:82 -47
1 04:bd:88:76:f9:e2 -54
2 04:bd:88:76:f9:e1 -56
3 04:bd:88:76:f9:e0 -56
4 04:bd:88:76:f9:f1 -70
5 04:bd:88:76:f9:f0 -70
6 04:bd:88:76:f9:f2 -70
7 62:45:b6:ce:ac:21 -74
8 04:bd:88:76:f4:22 -76
9 12:d0:7a:c5:05:b5 -76
10 04:bd:88:77:08:20 -79
11 04:bd:88:77:08:21 -79
12 84:d4:7e:4a:4a:e0 -79
13 04:bd:88:76:f5:82 -81
14 04:bd:88:77:08:22 -83
15 04:bd:88:76:f4:21 -83
16 84:d4:7e:4a:4b:e2 -85
17 84:d4:7e:4a:68:02 -85
18 70:3a:0e:45:93:02 -85
19 04:bd:88:76:f4:20 -86
20 04:bd:88:76:f4:c2 -90

room 3 2020-11-22 17:34:43.437
                BSSID  RSSI
0 04:bd:88:76:f9:e2 -47
1 04:bd:88:76:f9:e1 -56
2 04:bd:88:76:f9:e0 -56
3 04:bd:88:76:f9:f1 -69
4 04:bd:88:76:f9:f0 -69
5 04:bd:88:76:f9:f2 -69
6 62:45:b6:ce:ac:21 -74
7 22:f5:43:71:f4:a6 -77
8 04:bd:88:77:08:20 -77
9 04:bd:88:77:08:21 -77
10 12:d0:7a:c5:05:b5 -79
11 04:bd:88:77:07:22 -79
12 04:bd:88:77:07:20 -82
13 04:bd:88:76:f4:20 -84
14 04:bd:88:76:f5:82 -84
15 04:bd:88:76:f4:22 -85
16 04:bd:88:76:f4:21 -85
17 70:3a:0e:45:93:02 -86
18 70:3a:0e:45:93:01 -87
19 a0:04:60:6c:92:94 -88
20 04:bd:88:76:f4:c2 -90

room 3 2020-11-22 17:35:13.664
                BSSID  RSSI
0 62:45:b7:78:a1:82 -47
1 04:bd:88:76:f9:e2 -54
2 04:bd:88:76:f9:e1 -56
3 04:bd:88:76:f9:e0 -56
4 04:bd:88:76:f9:f1 -69
5 04:bd:88:76:f9:f0 -69
6 04:bd:88:76:f9:f2 -69
7 62:45:b6:ce:ac:21 -74
8 04:bd:88:76:f4:22 -75
9 12:d0:7a:c5:05:b5 -75
10 04:bd:88:77:08:20 -77
11 04:bd:88:77:08:21 -77
12 04:bd:88:77:08:22 -78
13 84:d4:7e:4a:4a:e0 -79
14 84:d4:7e:4a:4a:e2 -85
15 04:bd:88:76:f5:82 -86
16 04:bd:88:76:f4:c2 -87
17 84:d4:7e:49:82:e2 -88
18 84:d4:7e:4a:92:82 -88
19 84:d4:7e:4a:6d:a2 -90

room 3 2020-11-22 17:35:43.684
                BSSID  RSSI
0 62:45:b7:78:a1:82 -47
1 04:bd:88:76:f9:e2 -55
2 04:bd:88:76:f9:e1 -56
3 04:bd:88:76:f9:e0 -56
4 04:bd:88:76:f9:f1 -69
5 04:bd:88:76:f9:f0 -69
6 04:bd:88:76:f9:f2 -69
7 62:45:b6:ce:ac:21 -74
8 04:bd:88:77:08:20 -77
9 04:bd:88:77:08:21 -77
10 12:d0:7a:c5:05:b5 -78
11 04:bd:88:77:08:22 -79
12 84:d4:7e:4a:4a:e0 -79
13 84:d4:7e:4a:4a:e1 -79
14 04:bd:88:76:f4:22 -84
15 04:bd:88:76:f5:82 -84
16 04:bd:88:76:f4:20 -84
17 04:bd:88:76:f5:80 -85
18 84:d4:7e:4a:68:02 -85
19 04:bd:88:77:05:e2 -87

room 3 2020-11-22 17:36:13.750
                BSSID  RSSI
0 04:bd:88:76:f9:e2 -40
1 62:45:b7:78:a1:82 -47
2 04:bd:88:76:f9:e1 -56
3 04:bd:88:76:f9:e0 -56
4 04:bd:88:76:f9:f1 -69
5 04:bd:88:76:f9:f0 -69
6 04:bd:88:76:f9:f2 -69
7 12:d0:7a:c5:05:b5 -73
8 04:bd:88:76:f4:c2 -75
9 04:bd:88:76:f4:22 -82
10 04:bd:88:77:07:22 -82
11 04:bd:88:77:07:20 -83
12 04:bd:88:76:f5:82 -84
13 84:d4:7e:4a:4a:e2 -84
14 04:bd:88:76:f4:20 -86

room 3 2020-11-22 17:36:43.876
                BSSID  RSSI
0 62:45:b7:78:a1:82 -48
1 04:bd:88:76:f9:e2 -53
2 04:bd:88:76:f9:e1 -56
3 04:bd:88:76:f9:e0 -56
4 04:bd:88:76:f9:f1 -68
5 04:bd:88:76:f9:f0 -68
6 04:bd:88:76:f9:f2 -68
7 12:d0:7a:c5:05:b5 -76
8 84:d4:7e:4a:6d:a2 -77
9 04:bd:88:77:08:20 -77
10 84:d4:7e:4a:4a:e0 -79
11 84:d4:7e:4a:4a:e1 -79
12 04:bd:88:76:f4:22 -83
13 84:d4:7e:4a:4a:e2 -84
14 04:bd:88:76:f4:20 -85
15 70:3a:0e:45:93:02 -85
16 04:bd:88:77:07:22 -86
17 04:bd:88:76:f4:c2 -86
18 84:d4:7e:4a:4b:e2 -87
19 84:d4:7e:4a:68:02 -87
20 84:d4:7e:4a:92:82 -88
21 a0:04:60:6c:92:94 -89
22 84:d4:7e:4a:b9:42 -89

room 3 2020-11-22 17:37:14.029
                BSSID  RSSI
0 62:45:b7:78:a1:82 -47
1 04:bd:88:76:f9:e2 -53
2 04:bd:88:76:f9:e1 -56
3 04:bd:88:76:f9:e0 -56
4 04:bd:88:76:f9:f1 -68
5 04:bd:88:76:f9:f0 -69
6 04:bd:88:76:f9:f2 -69
7 04:bd:88:77:08:21 -77
8 12:d0:7a:c5:05:b5 -78
9 04:bd:88:77:08:22 -79
10 84:d4:7e:4a:4a:e0 -80
11 84:d4:7e:4a:4a:e1 -80
12 04:bd:88:77:07:20 -82
13 04:bd:88:76:f5:80 -83
14 04:bd:88:76:f5:81 -83
15 84:d4:7e:4a:4a:e2 -84
16 84:d4:7e:4a:68:02 -84
17 3c:84:6a:81:e0:4b -86
18 84:d4:7e:4a:6d:a2 -88
19 04:bd:88:77:f2:a2 -89

room 3 2020-11-22 17:37:44.109
                BSSID  RSSI
0 62:45:b7:78:a1:82 -47
1 04:bd:88:76:f9:e2 -53
2 04:bd:88:76:f9:e1 -56
3 04:bd:88:76:f9:e0 -56
4 04:bd:88:76:f9:f1 -68
5 04:bd:88:76:f9:f0 -68
6 04:bd:88:76:f9:f2 -68
7 22:f5:43:71:f4:a6 -77
8 12:d0:7a:c5:05:b5 -79
9 84:d4:7e:4a:4a:e1 -79
10 04:bd:88:77:08:21 -79
11 04:bd:88:77:07:22 -79
12 04:bd:88:77:08:20 -79
13 84:d4:7e:4a:4a:e0 -80
14 04:bd:88:77:07:21 -80
15 04:bd:88:77:08:22 -81
16 04:bd:88:77:07:20 -82
17 04:bd:88:76:f4:22 -84
18 84:d4:7e:4a:4a:e2 -86
19 70:3a:0e:45:93:02 -86
20 84:d4:7e:4a:68:02 -87
21 04:bd:88:77:f2:a2 -89
22 3c:84:6a:81:e0:4b -89
23 84:d4:7e:4a:d1:e2 -89

room 3 2020-11-22 17:38:14.183
                BSSID  RSSI
0 62:45:b7:78:a1:82 -48
1 04:bd:88:76:f9:e2 -54
2 04:bd:88:76:f9:e1 -56
3 04:bd:88:76:f9:e0 -56
4 04:bd:88:76:f9:f1 -68
5 04:bd:88:76:f9:f0 -68
6 04:bd:88:76:f9:f2 -68
7 12:d0:7a:c5:05:b5 -71
8 84:d4:7e:4a:4a:e0 -79
9 84:d4:7e:4a:4a:e1 -79
10 04:bd:88:77:07:20 -79
11 04:bd:88:77:07:22 -79
12 04:bd:88:77:07:21 -80
13 84:d4:7e:4a:4b:e2 -82
14 84:d4:7e:4a:4a:e2 -85
15 84:d4:7e:4a:68:02 -85
16 70:3a:0e:45:93:02 -87
17 3c:84:6a:81:e0:4b -89

room 3 2020-11-22 17:38:44.300
                BSSID  RSSI
0 62:45:b7:78:a1:82 -47
